size,time
1654,0.0032975
1655,0.0022207
1656,0.0023403
1657,0.002302
1658,0.0024761
1659,0.0028142
1660,0.0028181
1661,0.0030379
1662,0.0021728
1663,0.0029332
1664,0.003128
1665,0.0025649
1666,0.0026407
1667,0.002661
1668,0.0030944
1669,0.0025645
1670,0.0033444
1671,0.0033257
1672,0.0036041
1673,0.0030472
1674,0.0031266
1675,0.0032218
1676,0.0037202
1677,0.0030441
1678,0.0022592
1679,0.0022884
1680,0.0031905
1681,0.0022193
1682,0.0028139
1683,0.0026654
1684,0.0029005
1685,0.0022775
1686,0.0025632
1687,0.0024049
1688,0.0028548
1689,0.0023389
1690,0.0022975
1691,0.0022941
1692,0.0030212
1693,0.0034783
1694,0.0022706
1695,0.0027055
1696,0.0023031
1697,0.0024639
1698,0.0028731
1699,0.0024625
1700,0.0022345
1701,0.0028425
1702,0.0056499
1703,0.0038766
1704,0.0023902
1705,0.002379
1706,0.0026929
1707,0.0033516
1708,0.0030012
1709,0.0022973
1710,0.002611
1711,0.0023976
1712,0.0022384
1713,0.0023451
1714,0.0024687
1715,0.0024552
1716,0.002876
1717,0.0032808
1718,0.0025868
1719,0.0039503
1720,0.0025721
1721,0.0028603
1722,0.0023976
1723,0.0024996
1724,0.0025178
1725,0.0025321
1726,0.002997
1727,0.0032144
1728,0.0030197
1729,0.0025411
1730,0.0029919
1731,0.004149
1732,0.0025401
1733,0.0024214
1734,0.0026595
1735,0.0032451
1736,0.0032811
1737,0.0029093
1738,0.0024788
1739,0.0026709
1740,0.0023553
1741,0.0025258
1742,0.0033243
1743,0.0031287
1744,0.0026782
1745,0.0029856
1746,0.0024569
1747,0.0024337
1748,0.0028721
1749,0.0027498
1750,0.0026834
1751,0.0040043
1752,0.0025477
1753,0.0028701
1754,0.0028776
1755,0.0025047
1756,0.0032361
1757,0.0029471
1758,0.0031635
1759,0.0038774
1760,0.0047737
1761,0.0026136
1762,0.0040274
1763,0.0030833
1764,0.0051642
1765,0.004301
1766,0.0037807
1767,0.0034822
1768,0.0036999
1769,0.0039265
1770,0.0038721
1771,0.0039514
1772,0.0036393
1773,0.0032394
1774,0.0040037
1775,0.0040761
1776,0.0039481
1777,0.00449
1778,0.0043555
1779,0.0041644
1780,0.0038155
1781,0.0037511
1782,0.0044129
1783,0.0045187
1784,0.0040532
1785,0.0038298
1786,0.0042245
1787,0.0039839
1788,0.0030992
1789,0.0031744
1790,0.0037579
1791,0.0036561
1792,0.002814
1793,0.0034975
1794,0.0041757
1795,0.0042858
1796,0.0040968
1797,0.003929
1798,0.0026776
1799,0.007639
1800,0.0047449
1801,0.0027077
1802,0.0034952
1803,0.0039829
1804,0.0042725
1805,0.0040105
1806,0.004133
1807,0.0041376
1808,0.0039666
1809,0.004025
1810,0.0044205
1811,0.0041045
1812,0.0029579
1813,0.0043218
1814,0.0045564
1815,0.0047896
1816,0.0047995
1817,0.0042233
1818,0.0033013
1819,0.0046008
1820,0.0040253
1821,0.0040717
1822,0.0039717
1823,0.0043742
1824,0.0029921
1825,0.0041579
1826,0.0038958
1827,0.0034206
1828,0.0034741
1829,0.004394
1830,0.0038915
1831,0.0040854
1832,0.0028879
1833,0.0044664
1834,0.0036508
1835,0.0048725
1836,0.0042213
1837,0.0034424
1838,0.003472
1839,0.0035843
1840,0.0037157
1841,0.0029318
1842,0.0033147
1843,0.0028237
1844,0.0042921
1845,0.0042076
1846,0.0041526
1847,0.0031119
1848,0.0036026
1849,0.0030555
1850,0.0030948
1851,0.0027787
1852,0.0027685
1853,0.0027377
1854,0.0040888
1855,0.0031869
1856,0.0029898
1857,0.002868
1858,0.0029192
1859,0.0042573
1860,0.0030084
1861,0.0031933
1862,0.0038009
1863,0.0028415
1864,0.0037367
1865,0.0028648
1866,0.0038339
1867,0.003388
1868,0.0030297
1869,0.0037631
1870,0.0035159
1871,0.0034178
1872,0.0035218
1873,0.0042103
1874,0.0042374
1875,0.0028427
1876,0.0037088
1877,0.0031398
1878,0.0035709
1879,0.002828
1880,0.0038499
1881,0.0031354
1882,0.0037144
1883,0.0042441
1884,0.0028848
1885,0.0041655
1886,0.004059
1887,0.0029638
1888,0.0039139
1889,0.0039738
1890,0.0038143
1891,0.003671
1892,0.0030472
1893,0.0029794
1894,0.0035719
1895,0.0046671
1896,0.0036152
1897,0.0034858
1898,0.0034182
1899,0.0034673
1900,0.0037874
1901,0.0035806
1902,0.0032493
1903,0.0029666
1904,0.0037184
1905,0.0030947
1906,0.0038666
1907,0.0031656
1908,0.0037499
1909,0.003546
1910,0.0037715
1911,0.0035328
1912,0.0029344
1913,0.0035863
1914,0.0035081
1915,0.0032098
1916,0.003316
1917,0.0051341
1918,0.0032384
1919,0.0031564
1920,0.0030742
1921,0.00343
1922,0.0031417
1923,0.0030309
1924,0.0030156
1925,0.0030466
1926,0.0029912
1927,0.0036303
1928,0.0040958
1929,0.003631
1930,0.0037055
1931,0.0029589
1932,0.0037421
1933,0.003264
1934,0.0031285
1935,0.00396
1936,0.0032625
1937,0.0033981
1938,0.0038222
1939,0.0036953
1940,0.0035078
1941,0.0032638
1942,0.0038562
1943,0.0038589
1944,0.0030051
1945,0.0030683
1946,0.0034423
1947,0.0049525
1948,0.0045645
1949,0.0034105
1950,0.0041326
1951,0.0041292
1952,0.0053634
1953,0.0051741
1954,0.0032044
1955,0.0036223
1956,0.0038641
1957,0.0030256
1958,0.0030136
1959,0.0030425
1960,0.0033835
1961,0.004308
1962,0.0030598
1963,0.0039253
1964,0.0031205
1965,0.0048206
1966,0.0039102
1967,0.0039436
1968,0.0030852
1969,0.0037452
1970,0.0031703
1971,0.0039593
1972,0.0032153
1973,0.0034171
1974,0.0036712
1975,0.0034764
1976,0.0030945
1977,0.0031569
1978,0.0030916
1979,0.0044232
1980,0.0036074
1981,0.003468
1982,0.0030615
1983,0.003314
1984,0.003501
1985,0.0040747
1986,0.003587
1987,0.004222
1988,0.0040111
1989,0.0033358
1990,0.0034032
1991,0.0037226
1992,0.0032346
1993,0.0044977
1994,0.0045405
1995,0.0037328
1996,0.0033412
1997,0.0031957
1998,0.0036805
1999,0.0038707
2000,0.0035795
2001,0.004124
2002,0.0035694
2003,0.003555
2004,0.0039571
2005,0.0057593
2006,0.0056676
2007,0.0056529
2008,0.0037429
2009,0.0033462
2010,0.0051431
2011,0.0057083
2012,0.0050402
2013,0.0049273
2014,0.0032549
2015,0.0050759
2016,0.0050202
2017,0.0044648
2018,0.0046257
2019,0.0034058
2020,0.0051205
2021,0.0043135
2022,0.0037123
2023,0.0038726
2024,0.0031794
2025,0.0043973
2026,0.0036093
2027,0.0033868
2028,0.0046176
2029,0.0047749
2030,0.0046802
2031,0.0042286
2032,0.0040302
2033,0.0044003
2034,0.0039259
2035,0.0046677
2036,0.004052
2037,0.0038114
2038,0.0039871
2039,0.0041938
2040,0.0037419
2041,0.0040277
2042,0.0055042
2043,0.003534
2044,0.0058082
2045,0.0038947
2046,0.0049229
2047,0.0039794
2048,0.0041418
2049,0.0038132
2050,0.0049509
2051,0.0040902
2052,0.0039597
2053,0.0040547
2054,0.0040078
2055,0.0041862
2056,0.004076
2057,0.004118
2058,0.0040626
2059,0.0040812
2060,0.0040084
2061,0.0045862
2062,0.0046536
2063,0.003774
2064,0.005292
2065,0.0050009
2066,0.0037595
2067,0.0036531
2068,0.003633
2069,0.0037655
2070,0.003403
2071,0.0036716
2072,0.0043587
2073,0.0043658
2074,0.0045833
2075,0.004084
2076,0.0046238
2077,0.0034809
2078,0.0041297
2079,0.0040957
2080,0.0040567
2081,0.004007
2082,0.0036153
2083,0.0038623
2084,0.0039213
2085,0.0033351
2086,0.0036927
2087,0.005403
2088,0.0042722
2089,0.0042142
2090,0.0035712
2091,0.0037418
2092,0.0045204
2093,0.0047804
2094,0.0042629
2095,0.0036093
2096,0.0038485
2097,0.0037788
2098,0.0040528
2099,0.0042451
2100,0.0048077
2101,0.0038562
2102,0.0043251
2103,0.0036952
2104,0.0042949
2105,0.0037849
2106,0.0043107
2107,0.0035613
2108,0.0039165
2109,0.0037627
2110,0.0056996
2111,0.0250624
2112,0.0035811
2113,0.0054618
2114,0.0038797
2115,0.0045745
2116,0.005953
2117,0.0042379
2118,0.0044062
2119,0.0037505
2120,0.0043265
2121,0.0038394
2122,0.0036392
2123,0.0036223
2124,0.0039969
2125,0.0039293
2126,0.0041584
2127,0.0041031
2128,0.0039808
2129,0.0052898
2130,0.0045256
2131,0.0049109
2132,0.0052157
2133,0.0059477
2134,0.0050759
2135,0.0062674
2136,0.0067613
2137,0.0054979
2138,0.0039111
2139,0.0044663
2140,0.0039247
2141,0.0078911
2142,0.0057036
2143,0.0051322
2144,0.005444
2145,0.0058496
2146,0.0056437
2147,0.0043617
2148,0.0062459
2149,0.0071618
2150,0.0064854
2151,0.0051507
2152,0.0073041
2153,0.0063757
2154,0.0067829
2155,0.0038468
2156,0.0037876
2157,0.0054925
2158,0.0059609
2159,0.0049472
2160,0.0055731
2161,0.0051331
2162,0.0076416
2163,0.0043501
2164,0.0048826
2165,0.0056485
2166,0.003967
2167,0.0053432
2168,0.0056967
2169,0.0062262
2170,0.0055921
2171,0.0066479
2172,0.0061414
2173,0.0068076
2174,0.0039132
2175,0.0105202
2176,0.0056318
2177,0.0038309
2178,0.0056971
2179,0.0039179
2180,0.0081204
2181,0.0070138
2182,0.006307
2183,0.0073229
2184,0.0072476
2185,0.0058136
2186,0.0063889
2187,0.0058497
2188,0.0052367
2189,0.005369
2190,0.0070594
2191,0.0047021
2192,0.0052229
2193,0.0044554
2194,0.0048825
2195,0.0042728
2196,0.0062727
2197,0.0046135
2198,0.0063618
2199,0.0042074
2200,0.0062728
2201,0.006121
2202,0.0044166
2203,0.0044424
2204,0.0040459
2205,0.0055363
2206,0.0045221
2207,0.0059027
2208,0.0052665
2209,0.0067416
2210,0.0059764
2211,0.0049673
2212,0.0051646
2213,0.0061379
2214,0.0042463
2215,0.0043694
2216,0.0041365
2217,0.0071074
2218,0.0046199
2219,0.0046516
2220,0.0049976
2221,0.0071312
2222,0.0056641
2223,0.0072949
2224,0.0082044
2225,0.0075399
2226,0.0044974
2227,0.0048566
2228,0.0064427
2229,0.0065498
2230,0.0049535
2231,0.0063446
2232,0.0040278
2233,0.0068677
2234,0.0065752
2235,0.0064449
2236,0.004436
2237,0.0059504
2238,0.0067241
2239,0.0046578
2240,0.0041875
2241,0.0050362
2242,0.0046738
2243,0.0045921
2244,0.0044408
2245,0.006225
2246,0.0057539
2247,0.0047013
2248,0.0044
2249,0.004117
2250,0.0050815
2251,0.0078036
2252,0.0053277
2253,0.0074438
2254,0.0065127
2255,0.008499
2256,0.0047402
2257,0.0053001
2258,0.0062698
2259,0.0051734
2260,0.0043112
2261,0.005155
2262,0.0042622
2263,0.0042078
2264,0.0053319
2265,0.0045573
2266,0.005101
2267,0.0054685
2268,0.0047098
2269,0.0051431
2270,0.0050795
2271,0.0043303
2272,0.005088
2273,0.0050325
2274,0.0041894
2275,0.0050862
2276,0.0050453
2277,0.0051993
2278,0.0062097
2279,0.0051809
2280,0.0050733
2281,0.0042627
2282,0.0062668
2283,0.0042955
2284,0.0050009
2285,0.0046
2286,0.0046523
2287,0.0045028
2288,0.00486
2289,0.0042405
2290,0.0052675
2291,0.0055183
2292,0.0058054
2293,0.0043702
2294,0.0043982
2295,0.0064109
2296,0.0075225
2297,0.0057092
2298,0.0044254
2299,0.0050841
2300,0.004203
2301,0.0071978
2302,0.0042818
2303,0.0048597
2304,0.0052347
2305,0.0042261
2306,0.0051866
2307,0.0048154
2308,0.0056334
2309,0.0062287
2310,0.0048289
2311,0.0049073
2312,0.0052469
2313,0.0057212
2314,0.0117453
2315,0.0058785
2316,0.005528
2317,0.0044247
2318,0.0058497
2319,0.0050529
2320,0.0044838
2321,0.0051609
2322,0.0050015
2323,0.0046214
2324,0.004476
2325,0.0043021
2326,0.0047936
2327,0.004403
2328,0.0044184
2329,0.004718
2330,0.0046981
2331,0.0043524
2332,0.0051476
2333,0.0051876
2334,0.0049158
2335,0.0052717
2336,0.0060677
2337,0.0044795
2338,0.0046929
2339,0.0055786
2340,0.0066116
2341,0.004976
2342,0.0051888
2343,0.005076
2344,0.0063723
2345,0.0061988
2346,0.0045687
2347,0.0052034
2348,0.0049731
2349,0.0055175
2350,0.0052225
2351,0.0043582
2352,0.0045621
2353,0.0065451
2354,0.0051331
2355,0.0054368
2356,0.0055727
2357,0.0054172
2358,0.0061717
2359,0.0045343
2360,0.0067611
2361,0.0059998
2362,0.0047297
2363,0.0050425
2364,0.0045175
2365,0.0049654
2366,0.0057646
2367,0.0048384
2368,0.0047589
2369,0.0045258
2370,0.0050629
2371,0.0057672
2372,0.0047116
2373,0.0056151
2374,0.0046902
2375,0.0044595
2376,0.0049594
2377,0.0053581
2378,0.0059457
2379,0.004933
2380,0.0048499
2381,0.0066047
2382,0.0064687
2383,0.005172
2384,0.007185
2385,0.0071747
2386,0.0075177
2387,0.0072574
2388,0.0072534
2389,0.0109557
2390,0.0067335
2391,0.0073166
2392,0.0072914
2393,0.0076152
2394,0.0078739
2395,0.0061843
2396,0.0096596
2397,0.0054304
2398,0.0061724
2399,0.0052161
2400,0.0054255
2401,0.0050461
2402,0.0061953
2403,0.0070121
2404,0.0079502
2405,0.0085031
2406,0.0054033
2407,0.0079398
2408,0.0066951
2409,0.0079647
2410,0.0115449
2411,0.0073916
2412,0.0082507
2413,0.0073367
2414,0.0061834
2415,0.0073199
2416,0.0067509
2417,0.006138
2418,0.0052148
2419,0.0077146
2420,0.0074936
2421,0.0072059
2422,0.0048429
2423,0.0087414
2424,0.0075001
2425,0.0077925
2426,0.0073041
2427,0.0052545
2428,0.0051999
2429,0.0060863
2430,0.005669
2431,0.0047339
2432,0.0052865
2433,0.0047775
2434,0.0049247
2435,0.0048458
2436,0.0049944
2437,0.0049764
2438,0.0084817
2439,0.0088885
2440,0.0052998
2441,0.0058852
2442,0.0067607
2443,0.0060612
2444,0.007244
2445,0.0065934
2446,0.0066276
2447,0.007976
2448,0.0064971
2449,0.0069954
2450,0.005659
2451,0.0054372
2452,0.0070842
2453,0.0047108
2454,0.0055033
2455,0.0057005
2456,0.0068918
2457,0.0070502
2458,0.0072296
2459,0.0059631
2460,0.0054482
2461,0.005899
2462,0.0060548
2463,0.0059455
2464,0.0053679
2465,0.0053759
2466,0.0055391
2467,0.0054435
2468,0.0053439
2469,0.0051404
2470,0.0051353
2471,0.0051935
2472,0.0052198
2473,0.0051003
2474,0.0056421
2475,0.0051509
2476,0.0051454
2477,0.0060402
2478,0.0060134
2479,0.0058332
2480,0.0084171
2481,0.0061994
2482,0.0079268
2483,0.0079795
2484,0.0065388
2485,0.0075087
2486,0.0053111
2487,0.007223
2488,0.0066289
2489,0.007116
2490,0.0078672
2491,0.0066351
2492,0.0070758
2493,0.0066475
2494,0.0074474
2495,0.0063533
2496,0.0080342
2497,0.0063858
2498,0.0053747
2499,0.0076722
2500,0.005726
2501,0.0086326
2502,0.0059032
2503,0.0052664
2504,0.0054537
2505,0.0055966
2506,0.0056689
2507,0.0054921
2508,0.0056446
2509,0.0051554
2510,0.0056015
2511,0.0053192
2512,0.0059668
2513,0.0057271
2514,0.0063429
2515,0.0052115
2516,0.0061557
2517,0.0066915
2518,0.0071778
2519,0.0062485
2520,0.0053992
2521,0.0060257
2522,0.0052405
2523,0.0074613
2524,0.0118873
2525,0.0065376
2526,0.0064019
2527,0.0082382
2528,0.0061863
2529,0.0062983
2530,0.0066253
2531,0.0076759
2532,0.008261
2533,0.0058974
2534,0.0054284
2535,0.0052127
2536,0.0071874
2537,0.0063289
2538,0.00599
2539,0.0058716
2540,0.0076468
2541,0.0103348
2542,0.0076646
2543,0.0078096
2544,0.0086301
2545,0.0073291
2546,0.0066534
2547,0.0068438
2548,0.0067426
2549,0.0077215
2550,0.0076982
2551,0.0075416
2552,0.0089046
2553,0.0080836
2554,0.0064798
2555,0.0063621
2556,0.0091411
2557,0.0094105
2558,0.0072599
2559,0.006528
2560,0.0061919
2561,0.0068343
2562,0.0063038
2563,0.0070465
2564,0.0059088
2565,0.0065454
2566,0.0061376
2567,0.0089986
2568,0.0062111
2569,0.0064096
2570,0.0079846
2571,0.0060641
2572,0.0074632
2573,0.0083006
2574,0.0080158
2575,0.0093186
2576,0.0098451
2577,0.0071087
2578,0.0063615
2579,0.0065117
2580,0.0072802
2581,0.0059214
2582,0.0067937
2583,0.0065569
2584,0.0064788
2585,0.0066649
2586,0.0054011
2587,0.0095489
2588,0.0062992
2589,0.0063565
2590,0.0084781
2591,0.0062562
2592,0.0054562
2593,0.0061031
2594,0.0072948
2595,0.0063764
2596,0.0067485
2597,0.0056166
2598,0.0096257
2599,0.0115478
2600,0.010444
2601,0.0066688
2602,0.0066533
2603,0.0095386
2604,0.0086822
2605,0.0092528
2606,0.0080407
2607,0.0080415
2608,0.0078121
2609,0.0078728
2610,0.008471
2611,0.0091027
2612,0.0096356
2613,0.0080503
2614,0.0118177
2615,0.0100755
2616,0.0094918
2617,0.0087287
2618,0.007317
2619,0.0078739
2620,0.0055912
2621,0.0071212
2622,0.0066122
2623,0.0092869
2624,0.0077132
2625,0.0081847
2626,0.0073199
2627,0.0088314
2628,0.0095986
2629,0.0086142
2630,0.0082979
2631,0.0083479
2632,0.0063623
2633,0.0084641
2634,0.0107588
2635,0.0158536
2636,0.0063633
2637,0.0069859
2638,0.0095887
2639,0.0059579
2640,0.0079682
2641,0.0082374
2642,0.007555
2643,0.0103485
2644,0.0100429
2645,0.0094519
2646,0.0065491
2647,0.0067552
2648,0.0067163
2649,0.0066768
2650,0.0060137
2651,0.0060069
2652,0.0055873
2653,0.0069981
2654,0.0061506
2655,0.0054741
2656,0.0062557
2657,0.0059735
2658,0.0072987
2659,0.0066135
2660,0.0067109
2661,0.0062577
2662,0.0058499
2663,0.0100151
2664,0.0095511
2665,0.0072369
2666,0.0069278
2667,0.0093221
2668,0.0066752
2669,0.0082639
2670,0.0062842
2671,0.0079938
2672,0.0077879
2673,0.0057548
2674,0.0063416
2675,0.0080011
2676,0.0059875
2677,0.0060246
2678,0.0067687
2679,0.0064453
2680,0.0082797
2681,0.0073807
2682,0.007023
2683,0.0100104
2684,0.0103555
2685,0.0089574
2686,0.0097414
2687,0.0106425
2688,0.008892
2689,0.0095892
2690,0.008887
2691,0.0063303
2692,0.0073904
2693,0.0065345
2694,0.0066806
2695,0.0064441
2696,0.0060294
2697,0.0077852
2698,0.0061771
2699,0.0081241
2700,0.0064228
2701,0.0072239
2702,0.0068687
2703,0.0073615
2704,0.0068911
2705,0.0069456
2706,0.0063739
2707,0.0063118
2708,0.0069915
2709,0.0060741
2710,0.0062786
2711,0.0073625
2712,0.0078028
2713,0.0058713
2714,0.0063718
2715,0.0059946
2716,0.0089863
2717,0.0093086
2718,0.008919
2719,0.0078482
2720,0.0086483
2721,0.0078428
2722,0.0091075
2723,0.0060777
2724,0.0079455
2725,0.0073375
2726,0.008924
2727,0.0062969
2728,0.0065638
2729,0.006777
2730,0.0064646
2731,0.0088208
2732,0.0058896
2733,0.0064425
2734,0.0068976
2735,0.0071579
2736,0.0069871
2737,0.0065449
2738,0.0060768
2739,0.0087233
2740,0.0089857
2741,0.0071195
2742,0.0079496
2743,0.0087081
2744,0.0064057
2745,0.0072745
2746,0.0082714
2747,0.0091484
2748,0.0074079
2749,0.0095709
2750,0.0092733
2751,0.0069801
2752,0.0075028
2753,0.0084193
2754,0.0091062
2755,0.0099194
2756,0.0098312
2757,0.0092377
2758,0.0079012
2759,0.0094905
2760,0.0096996
2761,0.007352
2762,0.0118954
2763,0.008306
2764,0.0098481
2765,0.0092649
2766,0.0091724
2767,0.0103146
2768,0.0106679
2769,0.0095547
2770,0.0113374
2771,0.0072531
2772,0.0087916
2773,0.0113301
2774,0.0087046
2775,0.0083548
2776,0.0083875
2777,0.0087452
2778,0.0086592
2779,0.0113106
2780,0.0068582
2781,0.0098369
2782,0.0085214
2783,0.0083614
2784,0.007786
2785,0.0069983
2786,0.0064741
2787,0.006641
2788,0.0090855
2789,0.0073578
2790,0.0069582
2791,0.0095679
2792,0.0078816
2793,0.0074359
2794,0.0089556
2795,0.0106014
2796,0.011272
2797,0.0095815
2798,0.0072476
2799,0.0077296
2800,0.008016
2801,0.0073123
2802,0.0072775
2803,0.0090855
2804,0.0076056
2805,0.0081818
2806,0.0079459
2807,0.0072446
2808,0.0071262
2809,0.0077685
2810,0.0079162
2811,0.0082788
2812,0.0077216
2813,0.0071806
2814,0.0069222
2815,0.0065934
2816,0.0075264
2817,0.0075332
2818,0.0063786
2819,0.0087553
2820,0.0080704
2821,0.0077872
2822,0.0091924
2823,0.0074508
2824,0.0093715
2825,0.0072498
2826,0.0090957
2827,0.0077403
2828,0.008182
2829,0.0084015
2830,0.0074474
2831,0.0091197
2832,0.0072974
2833,0.0074267
2834,0.0080664
2835,0.0076006
2836,0.0072149
2837,0.0073692
2838,0.00832
2839,0.0070279
2840,0.0094106
2841,0.0084795
2842,0.008199
2843,0.007925
2844,0.0081527
2845,0.0107365
2846,0.0075541
2847,0.0075443
2848,0.0085216
2849,0.0082754
2850,0.0081447
2851,0.0089552
2852,0.008247
2853,0.0088188
2854,0.0086353
2855,0.0084016
2856,0.0082961
2857,0.0078823
2858,0.0074323
2859,0.0080845
2860,0.0120737
2861,0.0074812
2862,0.0073007
2863,0.0070259
2864,0.0074645
2865,0.0074689
2866,0.0096169
2867,0.0077885
2868,0.0081491
2869,0.008866
2870,0.0104473
2871,0.0136107
2872,0.0115377
2873,0.010727
2874,0.0092763
2875,0.0100387
2876,0.0089067
2877,0.0099628
2878,0.0078341
2879,0.0082131
2880,0.0083913
2881,0.007378
2882,0.0068133
2883,0.0073734
2884,0.0071551
2885,0.0076857
2886,0.007072
2887,0.0072106
2888,0.0076352
2889,0.0076558
2890,0.0079817
2891,0.0078791
2892,0.0073767
2893,0.0081894
2894,0.0082961
2895,0.0072607
2896,0.0074775
2897,0.0071224
2898,0.0084706
2899,0.0080949
2900,0.0092369
2901,0.008448
2902,0.0088718
2903,0.0137747
2904,0.0073008
2905,0.0082787
2906,0.0070754
2907,0.0077772
2908,0.0074533
2909,0.0081105
2910,0.0071924
2911,0.0074276
2912,0.0077305
2913,0.0080307
2914,0.0071571
2915,0.0083348
2916,0.007278
2917,0.00849
2918,0.0078141
2919,0.0098637
2920,0.007724
2921,0.0082255
2922,0.0080812
2923,0.0081049
2924,0.0077796
2925,0.008382
2926,0.0074476
2927,0.0070425
2928,0.0077423
2929,0.0077322
2930,0.0129414
2931,0.0073447
2932,0.0084768
2933,0.0069149
2934,0.007188
2935,0.0068646
2936,0.0078484
2937,0.0083525
2938,0.0086866
2939,0.0078769
2940,0.0076503
2941,0.0078985
2942,0.0069236
2943,0.0084544
2944,0.0083761
2945,0.0093363
2946,0.0079676
2947,0.0077374
2948,0.0085988
2949,0.0083142
2950,0.0081179
2951,0.0094211
2952,0.0072735
2953,0.0108426
2954,0.0090429
2955,0.0111286
2956,0.0088198
2957,0.0083852
2958,0.0078364
2959,0.0080568
2960,0.0110373
2961,0.0093238
2962,0.0100348
2963,0.0105067
2964,0.0083724
2965,0.0079321
2966,0.0091153
2967,0.0075316
2968,0.0084808
2969,0.007937
2970,0.0082402
2971,0.0080456
2972,0.0088065
2973,0.0111805
2974,0.0099323
2975,0.0096742
2976,0.0089167
2977,0.0078782
2978,0.0122245
2979,0.0111326
2980,0.0094697
2981,0.0083681
2982,0.0089573
2983,0.0100087
2984,0.0088237
2985,0.0078522
2986,0.0096244
2987,0.0095973
2988,0.0106734
2989,0.0113624
2990,0.010076
2991,0.0093507
2992,0.0098621
2993,0.009618
2994,0.0090309
2995,0.0094772
2996,0.0092895
2997,0.0096986
2998,0.0083735
2999,0.0099612
3000,0.0088185
3001,0.0079784
3002,0.0083866
3003,0.0135189
3004,0.0089272
3005,0.0119387
3006,0.0128254
3007,0.0104928
3008,0.0104721
3009,0.0088665
3010,0.009109
3011,0.0081575
3012,0.0080893
3013,0.0087324
3014,0.008733
3015,0.0080757
3016,0.010641
3017,0.0089862
3018,0.0080491
3019,0.0084997
3020,0.0083265
3021,0.0081384
3022,0.0081722
3023,0.0102015
3024,0.0083324
3025,0.0103736
3026,0.00934
3027,0.0098648
3028,0.0096996
3029,0.0083006
3030,0.0099082
3031,0.0080096
3032,0.0102264
3033,0.0092338
3034,0.0082269
3035,0.0095235
3036,0.0105934
3037,0.0081814
3038,0.0090827
3039,0.0122325
3040,0.0104749
3041,0.0104188
3042,0.0101297
3043,0.0104909
3044,0.0086027
3045,0.007646
3046,0.0126637
3047,0.0090287
3048,0.0103844
3049,0.012942
3050,0.0129142
3051,0.0143348
3052,0.0082148
3053,0.0089973
3054,0.0087897
3055,0.0124824
3056,0.0108717
3057,0.0081037
3058,0.009044
3059,0.008745
3060,0.008141
3061,0.0080604
3062,0.0100682
3063,0.0087387
3064,0.0086054
3065,0.0080144
3066,0.0084166
3067,0.0085182
3068,0.0077721
3069,0.0096267
3070,0.0107118
3071,0.0090182
3072,0.0093571
3073,0.0131934
3074,0.0087732
3075,0.0080691
3076,0.009147
3077,0.0101443
3078,0.0082495
3079,0.0102069
3080,0.0083314
3081,0.0080026
3082,0.0082506
3083,0.008358
3084,0.0083549
3085,0.0080477
3086,0.0087379
3087,0.008983
3088,0.009096
3089,0.0085822
3090,0.0144402
3091,0.009249
3092,0.0100288
3093,0.0088516
3094,0.0089696
3095,0.0174313
3096,0.0083115
3097,0.008325
3098,0.0076398
3099,0.0083267
3100,0.0077624
3101,0.0083476
3102,0.0091483
3103,0.0092691
3104,0.011727
3105,0.0080895
3106,0.0084595
3107,0.0099815
3108,0.009811
3109,0.008624
3110,0.0083505
3111,0.008398
3112,0.0085798
3113,0.0081078
3114,0.0085367
3115,0.0084186
3116,0.0108962
3117,0.0095994
3118,0.0111294
3119,0.0091462
3120,0.0093228
3121,0.0104563
3122,0.0094323
3123,0.0175686
3124,0.0144792
3125,0.0168243
3126,0.0097989
3127,0.013435
3128,0.00907
3129,0.0119662
3130,0.010027
3131,0.0099913
3132,0.0083219
3133,0.0085362
3134,0.0082145
3135,0.0089054
3136,0.0114561
3137,0.0127467
3138,0.0117375
3139,0.0119122
3140,0.0092771
3141,0.0090498
3142,0.007964
3143,0.0089856
3144,0.010692
3145,0.0091799
3146,0.0113673
3147,0.0088239
3148,0.0093345
3149,0.0085519
3150,0.0104519
3151,0.0128113
3152,0.0084073
3153,0.0093019
3154,0.008223
3155,0.0081915
3156,0.0085445
3157,0.0094944
3158,0.0091204
3159,0.0089255
3160,0.0090428
3161,0.0086861
3162,0.0097263
3163,0.0104045
3164,0.0096775
3165,0.0104709
3166,0.010803
3167,0.009266
3168,0.0101527
3169,0.0093497
3170,0.0101301
3171,0.0110813
3172,0.0092989
3173,0.0101172
3174,0.0086058
3175,0.0087319
3176,0.0093063
3177,0.0095386
3178,0.0139345
3179,0.0084732
3180,0.0104695
3181,0.0117893
3182,0.0109764
3183,0.0113022
3184,0.0122801
3185,0.0104407
3186,0.0149934
3187,0.0095242
3188,0.0123353
3189,0.0116593
3190,0.011133
3191,0.0100309
3192,0.0089467
3193,0.0103902
3194,0.0220276
3195,0.0108507
3196,0.0111107
3197,0.0125588
3198,0.0109301
3199,0.0153535
3200,0.0151088
3201,0.0095295
3202,0.0105844
3203,0.0116431
3204,0.0094928
3205,0.012107
3206,0.0123316
3207,0.0123587
3208,0.0109252
3209,0.0100581
3210,0.0115926
3211,0.0105347
3212,0.0105061
3213,0.0096591
3214,0.0152238
3215,0.0176063
3216,0.0091309
3217,0.0101588
3218,0.0106749
3219,0.0092146
3220,0.0092965
3221,0.008764
3222,0.0107279
3223,0.0091429
3224,0.0087748
